countryname,countrycode,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,gdp2017
Colombia,COL,7465.36852245426,7474.08774488793,7636.02724523255,7905.74891314631,8222.690826733429,8507.5888424317,8543.965942250659,8700.676406679129,8618.96646502701,8135.27764072865,8252.05571300512,8270.77610283797,8358.8648908288,8566.936113859811,8902.99748726568,9201.103287260121,9701.59237186692,10240.1441136303,10449.5762111814,10455.7001806535,10791.010680684,11463.5350463519,11790.3253911785,12208.5915824484,12665.7489004843,12922.0427857851,13060.6352455154,13182.6307627304
Comoros,COM,2580.50055464827,2370.5516818711,2498.64974008635,2500.28424220294,2301.73235728978,2319.02778469298,2227.08046349489,2255.32718638077,2224.71977501759,2209.80740258133,2388.51199501145,2384.73809454244,2381.94535434283,2374.79437281658,2363.57573377472,2373.42081480282,2378.69295703641,2340.94004009642,2376.75648180604,2394.43982017218,2426.18249620984,2465.32491834502,2483.42021636902,2533.46088081476,2525.74273942363,2494.27415988142,2490.62044844066,2500.50799766547
"Congo, Dem. Rep.",COD,1386.8307479809,1224.06488398194,1053.55056684937,876.728368760996,812.408609389997,792.093824586796,762.455108637532,702.230516487159,675.258979776537,631.521939617997,573.170850316551,545.851603787623,545.688770256469,558.701542775879,577.860738543577,594.0770302623609,605.863166691425,623.128666490716,640.478306634277,637.275148784255,660.210955817563,682.432155374077,706.7979637574761,741.618430155852,785.347340665242,812.403370093225,805.06426411103,808.133213372096
"Congo, Rep.",COG,5140.41614581672,5122.26094091054,5114.784771474,4928.00190152461,4530.73030425264,4582.10681925786,4645.97846769372,4487.20949840949,4523.62715342227,4283.32408783285,4480.14767745898,4524.17156289357,4604.5745018184,4515.66544358996,4539.27390370056,4742.93598023691,4875.93729603982,4637.21291552922,4730.0337965244,4918.07201183644,5186.34478845194,5213.94692099844,5271.16806023104,5317.08629189111,5538.05294137178,5542.89298198573,5250.86760824979,4957.5901199438
Costa Rica,CRI,7803.06335372588,7779.69719387516,8281.79082897222,8647.010834627319,8811.671709983781,8952.1034781953,8846.703250946221,9120.947934292781,9536.71805983836,9703.25922580571,9878.288657736541,10040.574112017,10201.5876872372,10473.9163737926,10768.7413586242,11025.4767913424,11656.2143144771,12433.2015966962,12834.9361639172,12543.9779041289,12999.9921931626,13397.2305422501,13878.0474026069,14035.2879800522,14372.4007814432,14738.6133742569,15208.0829132587,15551.7104768722
Cote d'Ivoire,CIV,3193.75853118149,3083.89094459281,2970.47508007571,2864.70880439947,2793.44069652895,2898.40074511118,3027.80288023441,3049.48682118826,3111.50076965202,3081.19861899627,2947.60657282953,2889.94570963636,2788.34736345124,2701.76948254129,2686.66566770196,2682.44886081623,2670.22935592571,2662.33111403082,2672.3370818306,2698.55434934798,2690.25800198952,2511.42019511915,2712.3780260472,2879.85021688847,3054.53487386428,3241.61205578936,3413.25578634301,3585.53598955241
Croatia,HRV,,,,,,12753.5753478437,13689.1524045547,14670.2539171684,14952.579299341,14876.8318327771,15591.1161614427,16762.084638417,17632.274472259,18611.0653430241,19334.2102326146,20102.8665180178,21076.4789382351,22194.9364962216,22649.618128929,21020.2022793943,20757.6216379229,20758.5544790124,20343.0591202816,20299.4796057305,20364.4995285699,21025.9305495363,21922.0009520212,22834.9416700702
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,27907.8661741558,,,,,,
Cyprus,CYP,22471.858092199,22059.5573031191,23499.5687855615,23099.4585992206,23961.5768439109,25523.7180126115,25433.7503083012,25738.0086962488,26978.0083482024,28011.1537174725,29368.0612158564,30201.5553871857,30968.9907342059,31397.4787562609,32537.4632321429,33628.6893248723,34631.2588517068,35630.0507839928,36013.6191905943,34353.1632353752,33913.2951547692,33192.336901327,31749.5615603048,29977.9136856447,29912.190030924,30673.3025195789,32002.2342212493,33047.5457880328
Czech Republic,CZE,20023.1359867147,17739.9967006919,17632.0996214391,17624.68477675,18130.891018021,19270.6993868643,20107.8534574349,20009.8318097638,19962.9612888893,20269.6986562541,21193.9017140583,21892.48252523,22297.2247461099,23107.2038753806,24233.5969865534,25781.2047057911,27473.6271233445,28844.0671946539,29373.1092319296,27803.5871622193,28352.9493964403,28797.4179611691,28527.1387345992,28379.7461179156,29119.6166119074,30605.4205211471,31295.2595242278,32570.7811793014
Denmark,DNK,33785.6501434745,34167.7192804575,34721.3817813856,34609.5830852322,36332.217340493,37237.7232792657,38101.4055156612,39180.6865580516,39904.5956145279,40945.2792350717,42337.7143693512,42533.5392582329,42595.5872217462,42645.5831253435,43670.4452995124,44567.9313092661,46159.9137391637,46373.5166625592,45865.7959577936,43382.6254590015,43998.4366716285,44403.3941459257,44336.8124612297,44564.4521554649,45057.0741699595,45787.9878732052,46522.2773082741,47269.6913018337
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,2705.40558882684,,,,,,
Dominica,DMA,6610.66085355459,6707.61560399685,6831.4359529578,6955.61880282197,6942.09330081009,7152.95156381072,7398.16193202512,7601.71845289607,7940.55784917612,8012.84620611971,8227.023419141051,8222.564731126929,7972.33614708909,8446.31010432195,8668.61076396462,8694.85830407385,9076.79770964596,9634.058901190039,10302.0703423661,10159.4052462788,10197.5237047127,10135.2740298011,9982.58650225561,9873.13578711316,10252.9269410549,9938.98477743611,10136.8615812913,9123.40226418501
Dominican Republic,DOM,5477.0614649721,5421.62156536968,5914.57968793689,6230.92813687534,6276.20558014714,6515.90322866979,6787.85273825876,7269.32696068839,7633.15496938429,7959.22531695234,8200.378426767989,8272.127247138351,8511.69070571281,8270.29352704862,8356.82634028503,9011.512147954771,9697.82317584018,10271.2212866926,10455.4832082501,10412.6009980459,11132.5526905467,11333.5470863931,11494.9497125256,11907.2048572126,12663.0422473566,13395.916802055,14120.2116371665,14600.8605841474
Ecuador,ECU,7472.02512840139,7611.73325454516,7595.02533464365,7571.24487350364,7720.72431642205,7726.19208586756,7696.58340221155,7867.05793296081,7964.48606899267,7443.33564543541,7387.61587918906,7550.25727509423,7727.71734878832,7808.19220073005,8311.70135430078,8607.765408626081,8837.38068581679,8879.636854105889,9285.8644065728,9183.55255782892,9352.34423681593,9926.90344109607,10322.1789023463,10665.4625828373,10901.4185562194,10749.1288738874,10461.3329222683,10554.6341742156
"Egypt, Arab Rep.",EGY,5766.60862469059,5698.48637035809,5826.12958564488,5873.80690182922,5987.94895568781,6146.09080667965,6331.5587529412,6556.36259703573,6795.8659842984,7076.119352748,7389.12195173211,7508.46516564806,7543.56024674064,7638.01119283204,7802.90996223334,8003.59083749336,8400.2601525685,8839.78123543051,9306.62197456962,9563.06546221321,9858.923402328181,9823.82328675711,9823.437925374919,9815.229024569069,9880.82304869395,10096.6562189749,10325.1708698521,10551.2996496835
El Salvador,SLV,4544.58540805616,4550.43420890663,4803.34974879476,5014.46279758515,5182.46370446218,5363.8424336695,5349.72432632245,5463.65499933282,5559.21811862463,5634.00882428889,5656.24280917382,5668.82893200525,5725.15563209961,5784.18460782631,5807.27363371738,5936.61903991398,6166.29637639285,6253.15152049523,6358.13298149425,6198.30449948129,6300.77538777337,6511.44372701893,6663.81162246577,6789.86000305449,6890.72322429183,7019.59179902723,7164.14351458183,7292.45780880206
Equatorial Guinea,GNQ,999.504534579949,958.352901146251,1250.12851704464,1342.45289872498,1513.07787108694,1715.22753081016,2752.92612065873,6620.81890621648,7876.19847851323,9507.224158102659,10792.7330226305,16932.0027163373,19418.6946736341,21230.1110743488,28076.348977467,31372.0827947348,32300.7371415936,35570.7250735463,40015.8191935871,38738.1520306425,33723.3658030152,34363.1529063453,35632.0456431947,32736.0953829318,31542.5102004049,27547.8398239782,24245.9590153184,22213.7430557227
Eritrea,ERI,,,1110.99052630474,1268.41711033735,1544.37251162224,1586.09224097384,1718.3656251667,1827.8883507501,1824.01317010876,1781.14765291006,1679.14714337388,1771.68733794085,1765.60397963655,1661.87935435208,1633.41563923412,1628.86986333777,1574.35215810445,1563.48830246365,1384.10360505986,1411.84139684816,1416.36580154238,1510.45892910899,,,,,,
Estonia,EST,,,,,,11361.8462429184,12144.5950918986,13733.2848117095,14436.7289529188,14270.9983363474,15703.0274678557,16803.5186789525,17937.8319791363,19389.4423083658,20733.538079237,22807.1827469547,25298.646049925,27383.4695578858,25968.9728072711,22187.9264018728,22740.9720038708,24543.0674715452,25691.9996357991,26282.9088374806,27113.1201129961,27610.2419529994,28565.2729101724,29916.356908192
Eswatini,SWZ,5378.1677679676,5322.98715059593,5370.93353970683,5429.93926477182,5455.50407254775,5605.56990680711,5696.59463635823,5743.2980137934,5766.41892591352,5825.18582534033,5839.26705082735,5837.83566339645,6048.42324958476,6245.7765795714,6426.83917242838,6745.71780317638,7056.50912757369,7253.48921939062,7183.95907432905,7161.80682274961,7296.51111860929,7323.99766548019,7528.82476852285,7865.4383711525,7870.97074814257,7758.49556272489,7864.88701964381,7870.64483872536
Ethiopia,ETH,651.953090575621,584.341812374146,514.790155400974,561.9369870071851,560.00593505916,574.837098303605,626.107884428441,626.442265175497,587.272494174339,599.952105947643,618.24221866824,650.453496442957,641.527025915327,609.94241776647,673.426004504714,732.380498516334,789.870370150911,856.994839988757,924.518762030175,979.622512243569,1073.82629515037,1162.78331740492,1230.57548376803,1325.75513664216,1424.52698445582,1533.10763200877,1608.29347615363,1729.92663898628
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,5891.2900807153,5678.8756314892,5951.98319087882,5994.26640312725,6212.41893503634,6287.00551567732,6513.37598402228,6302.72202210462,6325.18392241167,6829.07467796031,6673.84739081023,6782.28440438871,6986.6779564214,7048.44794072517,7406.36184195247,7426.77876327393,7513.21710556967,7383.26406948114,7384.0860570468,7208.00511111528,7352.08836002372,7488.82938057572,7537.92621279034,7839.87477752644,8222.25378436842,8477.64472981588,8447.26417897152,8702.97532202106
Finland,FIN,28905.5703241723,27047.8399017226,26002.0799527475,25686.5100224016,26583.533331846,27596.4128931831,28512.4344000172,30205.0204371741,31760.2768039513,33094.8384299002,34887.1787990067,35706.1533300355,36218.2401573648,36852.4439237464,38188.2510919027,39115.7647931549,40546.0807261049,42467.2609961997,42574.6411365042,38867.7994464569,39848.1344978775,40683.5275821703,39912.9413580065,39428.3120606313,39017.5372069548,39083.9347589518,40052.0286231029,41018.0502011471
France,FRA,29482.0814695361,29764.7758215489,30090.917400834,29777.2620482404,30362.4245480756,30883.7375344732,31201.7294381484,31818.261412683,32828.554197359,33772.8612707567,34842.1512174436,35265.52948229,35401.569449998,35439.6156059612,36159.8808727277,36465.3138174928,37071.9741308205,37713.3722532325,37576.4372988757,36284.0281395516,36814.9211418022,37440.6414948094,37376.5468174609,37398.9414197048,37575.8163507868,37835.8070767413,38126.3615690978,38807.6937205939
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,19500.7199393571,20142.4821085987,19006.0894687978,19242.3443049939,19444.7933960872,19895.6245043904,20101.2970533256,20727.6579151115,20919.2879771586,18581.8425732372,17782.5077979969,17714.1863814891,17231.1901742065,17170.8959665398,16832.3017718399,16803.365524858,15860.2073076628,16312.4020095206,15287.9799056265,14822.2304635147,15355.7901900747,15893.5153120897,16159.490996421,16502.7967174358,16678.5185446039,16836.6046424206,16758.0040216541,16463.8713675317
"Gambia, The",GMB,1506.40468720609,1499.74216388656,1502.58241390288,1503.87896870437,1464.84036452379,1437.018694159,1428.13871785359,1456.33982980162,1464.75827924702,1513.55546469297,1549.58572092115,1589.58599122885,1490.01167001938,1541.99470581883,1598.32576188506,1533.2496416409,1501.8007721957,1507.69858256951,1544.52973966332,1593.0165545416,1644.24236613493,1524.7687739658,1560.33027640216,1584.75359055635,1521.94521917205,1562.58473665564,1522.04266573203,1544.39065347421
Georgia,GEO,7984.41026643423,6255.53831627998,3420.20887339557,2399.57443987634,2183.37297027813,2325.92027052313,2682.02325831253,3060.76312544835,3234.85228637706,3396.84029927379,3527.21445410887,3754.50497511469,3995.71180904505,4467.63290663077,4755.93672003547,5245.16624576494,5772.01971435431,6532.05492044846,6710.36126406457,6523.10704105195,6981.50630650795,7545.96630406163,8084.50041709124,8383.52013803587,8767.0006522165,9005.325335977081,9256.346169441211,9702.42785700949
Germany,DEU,31287.0698103409,32646.5618381478,33022.5755518938,32492.5185329959,33175.7085774638,33653.1296358835,33830.3056593287,34405.5192090796,35081.304207874,35755.2993074406,36764.5629268974,37325.0525470646,37262.3512875562,36977.3460076486,37418.0924996579,37703.9329399406,39143.1662435764,40473.5274498896,40989.4431148599,38784.4524824906,40428.7210307617,42692.5197566424,42822.0994035797,42914.4761126655,43666.765146204,44043.1779351549,44668.6962980606,45446.1798714772
Ghana,GHA,1919.6015108077,1965.72771769312,1985.9528623737,2025.60825069741,2036.87614290893,2066.19761451403,2107.82704360646,2143.49440562954,2191.03135229247,2232.82844381922,2259.06314191539,2291.01629629561,2333.68198400951,2392.32598663037,2461.32227444278,2539.32925405114,2632.0278278456,2675.44354385531,2845.23455162686,2907.54693340228,3059.38362640542,3404.45956595241,3632.4456798839,3807.34265346416,3828.10799772199,3823.53394116176,3867.87250169445,4091.90705844952
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,20686.1367611483,21072.9332724706,21058.96205484,20600.4767595964,20907.5390114597,21247.0408971018,21759.0612321488,22622.9137945759,23374.1527731618,24000.1358885311,24839.0759062479,25731.2092719044,26642.768959863,28119.4073558205,29469.5266005245,29559.2813870956,31136.4469589464,32073.9603960134,31881.7123475428,30430.419418438,28726.0792836873,26141.3195918975,24364.2690631745,23746.0845699961,24081.6305378246,24134.6844088562,24188.9949355739,24604.2995937195
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,7241.63831691785,7328.95819759675,7210.95599712847,6990.09560720529,7029.81551451129,7118.64304274715,7394.68165568206,7740.5266758629,8634.34264009152,9217.86952949533,9651.594098296249,9434.90093928727,9735.21722217784,10627.929925251,10530.2159095829,11893.950566474,11384.7813183723,12043.7826371399,12117.6609245824,11276.5743185712,11178.0871225087,11220.9329767334,11048.6242189665,11262.7239827945,12038.6021949531,12758.7261133078,13174.4181577231,13775.7311039387
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,5100.77348829887,5165.01479215915,5289.26970711917,5369.6938648616,5458.00519362621,5598.1137794706,5634.74960314643,5750.50724674071,5904.32757274966,5994.86418608208,6070.71327088279,6069.47085298114,6157.55900089195,6166.10551272218,6213.12290942041,6269.14857270549,6457.99366692709,6713.13893698029,6781.88729387998,6670.01218088744,6714.04888692079,6844.48741579077,6899.08919399702,7005.03466083514,7147.42123497851,7292.71094829996,7368.60169528608,7423.79955180281
Guinea,GIN,1411.9489316693,1373.10668861329,1337.3493822232,1325.49931460199,1308.51526476361,1311.96216078979,1326.44879119645,1360.80488179591,1382.97538333355,1410.73056155666,1420.63326325282,1445.91544538529,1492.9321587055,1483.56485948091,1489.423996513,1504.03120396451,1490.72086626572,1558.5415627045,1587.41530167272,1534.9716314117,1573.54496902438,1625.56028497542,1684.1538530279,1711.70900690578,1734.73675958627,1758.31560807294,1894.44131284804,2042.40319094285
Guinea-Bissau,GNB,1573.87189036055,1614.46667897573,1592.84076215978,1587.79228181267,1601.85475288243,1637.65638606186,1793.03233408609,1876.12654526031,1326.24016945547,1316.92621664118,1363.34099519488,1366.49264865762,1325.82265939203,1305.42638568759,1312.52289901158,1338.2955213293,1338.34998726583,1350.20274441128,1360.63282449246,1372.54238990421,1400.36329317634,1475.38909048806,1412.95421243801,1421.34057024246,1398.25480654077,1446.48940191455,1498.83983826331,1548.67764140097
Guyana,GUY,2875.30948142768,3045.47663806288,3264.8748796805,3506.70495839135,3781.5308878045,3956.41111193489,4267.96854357475,4539.80780043776,4478.64374758839,4627.54404290788,4576.41253882242,4687.19150092463,4742.66931492997,4712.85419091889,4787.83814020157,4698.84290516468,4948.738748258,5308.38777881389,5424.59491039768,5621.96308290335,5847.8570280053,6130.83737808548,6420.11451238975,6696.78345465337,6906.01204057977,7076.93474387748,7266.33500317251,7435.04680142356
Haiti,HTI,2095.26615998104,2092.33144545283,1942.71998049537,1802.23575643993,1557.04134174204,1679.44639931252,1716.98694138398,1731.60160711946,1737.98787631371,1754.09934389407,1739.39251966254,1692.83845075318,1661.40939348197,1641.10979411739,1558.53223542488,1561.96045078811,1572.30243476809,1599.80240128378,1588.67796790177,1613.08796209674,1502.03271141225,1562.27887385753,1584.832465652,1629.35891818513,1652.85480345735,1651.22844549164,1654.17053675815,1653.17250369424
Honduras,HND,3207.60415166336,3013.19278175961,3106.13505989776,3215.40065172095,3132.95173171067,3235.70486726187,3207.0336080236,3264.89622816854,3293.00359335885,3183.83802322957,3328.5105885392,3332.93206938922,3372.35724467309,3440.15435860558,3568.14841595992,3697.16985429204,3852.21373403826,4002.20516646456,4084.29869915323,3904.45951854827,3971.18299352727,4046.07625166556,4136.82205775887,4177.58027107278,4231.32506716223,4319.47011829831,4406.77353237576,4541.79525706075
"Hong Kong SAR, China",HKG,26974.164889762,28276.7709191424,29788.6360885607,31097.0888030878,32239.8574860278,32358.0454178397,32271.3836738399,33635.9385046474,31394.0689388549,31875.1173290714,34016.6422606851,33956.2623264748,34366.2671017515,35486.592725957,38274.2601662017,40922.8850829545,43520.4627218349,45937.3928313762,46635.0879851675,45390.4528608094,48107.7086333279,50085.9593288483,50378.3379199401,51732.4425263159,52789.4253638365,53591.835819824,54412.9249387607,56054.9198320303
Hungary,HUN,,15148.9208594605,14690.4788305875,14622.5110941744,15074.078847632,15319.9246520145,15348.4347770764,15893.0834135811,16604.881441493,17182.6646546342,17952.4876728307,18684.7646804518,19586.5429189331,20398.6995227401,21467.12177927,22453.7566701932,23354.8286951337,23492.7321590194,23735.2389602636,22203.0872585423,22405.1779035861,22841.2103381104,22584.9144010117,23121.3430648403,24163.1425370978,25077.2306319899,25724.996828069,26860.5733212723
Iceland,ISL,,,,,,,29171.3167702494,30410.0688649693,32197.7867600618,33049.6523187732,34100.8083177104,34972.1430667421,34852.1845862227,35427.3654355808,37953.2013637272,39744.4928951771,40770.1788782616,43499.4905514964,43406.3848076106,40444.4398865802,40136.7371548952,40767.2364144887,41076.606123176,42371.9599617624,42774.8888514713,44222.826862679,46819.4337044874,47574.7599081907
India,IND,1912.60781095469,1893.81555247437,1958.02914908535,2011.01621427854,2103.61789904932,2219.89089178767,2342.57975353486,2392.21033289044,2493.72874612251,2665.60850096806,2719.33541122441,2801.49295937029,2859.15093841124,3033.17869621156,3220.85888852587,3421.42570753107,3640.39308253888,3860.4604573601,3921.56093997719,4170.2212623515,4463.16814969563,4635.87913658849,4827.5596557662,5073.60548933396,5385.14181406703,5748.24578789977,6146.86429646228,6513.63612128256
Indonesia,IDN,4625.37725970132,4859.9263230672,5088.86885787171,5331.06566273877,5642.40286544826,6012.81102693369,6387.01385748152,6591.19909453832,5645.5743968389,5611.21741579879,5805.80870643503,5934.13704964757,6115.5678707151,6319.67041666314,6546.49432383404,6824.60631146106,7102.11454033635,7450.60215836218,7792.62993124948,8044.97033037883,8433.49735678457,8837.82012171407,9251.175536946041,9643.274829810151,10003.0890293449,10367.7019920006,10766.349880001,11188.6924334955
"Iran, Islamic Rep.",IRN,11392.5636270212,12546.8602044537,12706.5017065137,12679.6698601829,12334.5519368116,12438.9700994719,12868.4555654736,12698.0113695696,12732.9160537765,12612.4834520954,13135.4720227501,13047.4475639038,13812.8312062164,14838.3003209235,15308.4547866625,15616.2546585477,16211.4740638049,17338.1264807959,17187.2876265219,17162.0533627336,17942.8328426143,18192.1055960586,16625.9192212312,16383.2603498942,16924.2006778246,16500.9005123883,18497.6770080335,18982.9412501947
Iraq,IRQ,11521.7305407794,4033.03110686843,5198.14860970864,6575.40256135598,6624.8922182698,6560.74191758374,7061.03563541467,8296.62277272752,10845.2369118629,12368.6428326573,12176.8146506464,12105.0247290444,10959.015747455,7134.57482926838,10710.5550613321,10895.4631985311,11703.4733210203,11575.2873771111,12217.4484631342,12299.4004613796,12717.5975271684,13261.6014514347,14625.9740102981,15223.5827145837,14838.3829483756,14738.858592504,16171.7706600241,15392.9323799367
Ireland,IRL,21184.558014511,21469.5536865219,22036.4803329925,22517.0057649533,23719.3623473122,25871.6028477717,27672.1569772898,30215.0825732405,32443.2459145831,35485.7281268748,38363.3014679859,39948.635220437,41759.4328142205,42366.3436005544,44378.1018604661,46029.7645393233,47279.3822400112,48324.5963981823,45485.7359651686,42942.8377703402,43514.7604909509,44937.5569642338,44829.2686754068,45190.0219599775,48808.8822652943,60494.0477446508,62798.3330819299,66549.9829156987
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,20456.1408702777,20749.7642650515,21600.3550611781,21899.6701670564,22925.0036351256,23795.2521173455,24412.6357124749,24682.0552490258,25129.1599898947,25383.1254952299,26740.6905241683,26124.3581915306,25644.8955582012,25379.3462579731,26074.1202947936,26677.4146725059,27575.707689076,28654.3296477971,28990.984232555,28697.3366557012,29665.3153877937,30568.9589573774,30644.8523486874,31324.9236701338,31927.1609156763,32104.4191193521,32742.9202027499,33220.4496281841
Italy,ITA,31141.9028555525,31599.1206761956,31841.1091489015,31550.2719115402,32222.360688622,33152.0409902736,33569.0629900554,34167.0952615886,34709.2728108162,35244.7565357214,36535.8187670132,37162.42333617,37199.3523731905,37090.4052236178,37434.1000868702,37604.360624075,38243.8063277255,38612.0116543642,37954.1606640052,35710.4200015019,36201.1615672134,36347.3424784176,35227.6248251817,34219.8327781897,33945.8438783585,34292.5348236811,34744.3351902428,35343.358973353
Jamaica,JAM,7288.01853738275,7579.82575448912,7660.11515114533,8302.6044714788,8336.1794977561,8450.062030478921,8359.5621428993,8184.88666198638,7918.6852913715,7930.23660024206,7933.73122166326,7979.92256471583,8083.63757865636,8327.288933237949,8387.224035306441,8413.17940599696,8608.14278374553,8683.627142564241,8567.89879900816,8155.53388332921,7999.18839270839,8101.91127635669,8019.50004234827,8029.3378493564,8055.55102975933,8100.57137360715,8185.5609403148,8240.08325403834
Japan,JPN,30582.4279689061,31529.5755371053,31718.1342985297,31476.0747682099,31680.5379268254,32425.2299540043,33345.8768289587,33624.4805638555,33154.8445767021,33010.9809171096,33871.858216914,33927.643634745,33888.7834810872,34333.1336749166,35078.261989854,35658.1486655825,36141.5852354162,36697.2408992343,36278.3694728356,34317.670824811,35749.7566788784,35774.6967129559,36367.5970553161,37148.6027499704,37337.3174057788,37882.980624441,38282.5046733349,39010.6490253828
Jordan,JOR,6283.25560361224,6069.13451253172,6812.14900395366,6751.22300777381,6754.88041433741,6895.20658717071,6825.00764567769,6881.67040147683,6950.13934818811,7062.43715513627,7234.9647509649,7483.64773095439,7775.79013418857,7935.33095261836,8399.12406451581,8799.58995597642,9158.945771482269,9493.477497948479,9714.78233696228,9749.143628223819,9472.768326246691,9214.20662405696,8964.2634312104,8756.71083942167,8622.18546801292,8491.05031104045,8389.60457395155,8337.48967919188
Kazakhstan,KAZ,13050.4865029932,11542.5625044052,10938.3901901759,9998.154353249811,8866.092276614079,8282.94719024508,8451.39881638431,8731.950124955951,8715.18451362367,9036.15610178202,9951.563905429481,11314.2507721616,12422.5348399477,13532.2312000672,14728.6164131911,16014.3078565668,17541.3257706717,18885.2432360456,19272.2140102936,18995.894852134,20096.5597617046,21276.9340240625,21986.3189159221,22972.4310315582,23587.3375151419,23524.0604446748,23447.0157043488,24078.5451597381
Kenya,KEN,2380.40977383278,2337.04564669724,2245.51935377086,2184.31243777308,2174.74191542153,2204.31061004959,2230.36786068321,2178.54857332336,2188.57151684665,2178.25215291145,2132.08521761612,2153.04887152323,2106.64989036262,2110.17732624494,2158.19031711071,2223.95101770507,2303.74841086948,2394.75151869125,2335.16842391389,2347.11357979164,2475.92169739505,2556.87091600941,2602.50409005266,2682.94911674632,2753.13727562039,2835.89430451445,2926.42706431179,2992.59224061243
Kiribati,KIR,1943.59652312649,1909.6297344998,1898.83869390859,1891.3196050802,1900.03974020816,1874.15344038981,1877.48950873727,1878.38200152604,1968.02763198152,1904.67824944749,1989.19515936532,1926.79644153087,1965.77312509564,1970.20430492573,1902.84761605935,1958.50178794512,1917.35139424421,1914.70645411003,1834.11754759232,1809.71982639577,1756.59932896593,1750.43687825258,1799.29489539439,1841.92521064012,1797.22882191621,1949.83355361446,2014.23198488057,1986.07237666524
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,11632.5985558147,12710.5997442147,13356.0292258218,14126.2535194184,15272.297435483,16566.4157034687,17655.5314536141,18526.581379357,17386.9868151211,19216.1414689039,20756.7798971433,21530.2633630352,22997.1871439252,23549.3664532734,24605.5348610405,25516.8241870414,26697.0326128912,28013.7044173449,28588.3721177634,28642.8379022063,30352.1048190303,31228.5106952266,31776.8970259682,32548.7155154884,33425.6895931418,34177.6544703221,35020.4115062331,35938.3742161469
Kosovo,XKX,,,,,,,,,,,4626.32874911359,5870.24600360813,5825.14020641185,6169.30263880335,6326.15960801966,6703.27761722864,6949.08848357637,7395.75829537246,7530.63206680862,7720.02585727761,7911.71916825041,8221.542817190941,8393.040651965301,8591.078700494159,8704.981996028369,9161.985205922691,9458.059450060329,9779.85807815531
Kuwait,KWT,,,,,,81017.1240899588,80453.9595855873,78426.9958813252,75940.39604509161,69981.56425955619,69920.17567808781,68472.8310932438,69392.7716866202,80462.6003189547,87555.1551783092,93469.54313534099,96244.3367147652,96870.42781835351,93698.4616047025,81922.53711798121,75204.145116617,77459.53830567611,77618.000344705,74084.5214359763,70832.36836452071,68476.3250405689,68861.7920978832,65530.5365781216
Kyrgyz Republic,KGZ,3474.66796869711,3149.93488616251,2681.33278066787,2266.16440368427,1811.64344792363,1696.36351535251,1789.85396596512,1938.83580964188,1949.83293080948,1991.30156576925,2074.50528735026,2164.26829541867,2144.1212497445,2270.92467714174,2401.26500386894,2370.16604504651,2417.57947078108,2599.20601763553,2790.93490017638,2837.03141885562,2790.17066394311,2920.6032099095,2869.83896203769,3120.542044125,3181.64216292265,3237.60293714448,3309.85992947551,3395.2803410726
Lao PDR,LAO,1708.03422631986,1731.96461912345,1778.60149986068,1834.49450777201,1935.15694479697,2023.60649693915,2117.86383744707,2218.93912569019,2264.76693953145,2388.26722966413,2485.02514224359,2586.56649520909,2698.44130427081,2819.89638844189,2954.199790361,3114.99844471986,3328.34598025039,3520.74500468814,3732.00753346492,3946.86100191868,4218.78204415944,4495.1521504627,4794.10861125859,5115.59247848693,5436.48264275006,5755.0595052128,6073.22369456346,6397.35982538814
Latvia,LVA,,,,,,8283.832690306261,8575.29797023691,9438.4681112505,10149.2728483834,10500.1983203396,11175.1327287228,12051.8398829463,13058.72900467,14297.1726321022,15658.8784418383,17522.2354433557,19786.1850092443,21939.0339809741,21384.2741093132,18609.2985902044,18251.9196927028,19773.3473316547,20827.8732755367,21563.6817443732,22172.2127050536,23018.7737446797,23709.6610288362,25029.7925549524
Lebanon,LBN,5790.16561504593,8497.801336353859,9651.352127755759,10399.2792168584,10963.3038275901,11444.2692096281,12580.0686449906,12623.5426648865,12996.8540983552,12753.6804823559,12610.3435044034,12609.3464735722,12437.6646136531,12219.4477964316,12444.5219726133,12390.1873056047,12382.0510263902,13442.1870409762,14597.6257552497,15788.407323114,16451.7598336606,15693.6872834493,15056.6084849951,14402.2954369057,13828.3738730558,13274.042077064,13156.1892764568,13191.1408646002
